transaction_id,date,product_id,product_name,quantity,unit_price,total_amount,customer_id,customer_name,industry,region,sales_rep,payment_method,status,fiscal_quarter
TXN348,2023-11-22,SKU-1003,Data Analytics Module,5,5000,25000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q4 2023
TXN349,2023-11-25,SKU-1004,Implementation Services,12,500,6000,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q4 2023
TXN350,2023-11-28,SKU-1001,Cloud License Annual,6,2000,12000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q4 2023
TXN351,2023-12-01,SKU-1005,Training Enablement,5,800,4000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Pending,Q4 2023
TXN352,2023-12-04,SKU-1002,Support Package Premium,7,1500,10500,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q4 2023
TXN353,2023-12-07,SKU-1003,Data Analytics Module,4,5000,20000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q4 2023
TXN354,2023-12-10,SKU-1004,Implementation Services,16,500,8000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q4 2023
TXN355,2023-12-13,SKU-1001,Cloud License Annual,9,2000,18000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q4 2023
TXN356,2023-12-16,SKU-1005,Training Enablement,6,800,4800,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q4 2023
TXN357,2023-12-19,SKU-1002,Support Package Premium,3,1500,4500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q4 2023
TXN358,2023-12-22,SKU-1003,Data Analytics Module,8,5000,40000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q4 2023
TXN359,2023-12-25,SKU-1004,Implementation Services,7,500,3500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q4 2023
TXN360,2023-12-28,SKU-1001,Cloud License Annual,4,2000,8000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q4 2023
TXN361,2023-12-31,SKU-1005,Training Enablement,7,800,5600,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q4 2023
TXN362,2024-01-04,SKU-1002,Support Package Premium,5,1500,7500,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q1 2024
TXN363,2024-01-07,SKU-1003,Data Analytics Module,3,5000,15000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q1 2024
TXN364,2024-01-10,SKU-1004,Implementation Services,13,500,6500,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q1 2024
TXN365,2024-01-13,SKU-1001,Cloud License Annual,7,2000,14000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Pending,Q1 2024
TXN366,2024-01-16,SKU-1005,Training Enablement,4,800,3200,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q1 2024
TXN367,2024-01-19,SKU-1002,Support Package Premium,6,1500,9000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q1 2024
TXN368,2024-01-22,SKU-1003,Data Analytics Module,5,5000,25000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q1 2024
TXN369,2024-01-25,SKU-1004,Implementation Services,9,500,4500,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q1 2024
TXN370,2024-01-28,SKU-1001,Cloud License Annual,8,2000,16000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN371,2024-01-31,SKU-1005,Training Enablement,5,800,4000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2024
TXN372,2024-02-03,SKU-1002,Support Package Premium,4,1500,6000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q1 2024
TXN373,2024-02-06,SKU-1003,Data Analytics Module,6,5000,30000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Cancelled,Q1 2024
TXN374,2024-02-09,SKU-1004,Implementation Services,11,500,5500,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q1 2024
TXN375,2024-02-12,SKU-1001,Cloud License Annual,5,2000,10000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q1 2024
TXN376,2024-02-15,SKU-1005,Training Enablement,7,800,5600,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q1 2024
TXN377,2024-02-18,SKU-1002,Support Package Premium,3,1500,4500,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q1 2024
TXN378,2024-02-21,SKU-1003,Data Analytics Module,4,5000,20000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q1 2024
TXN379,2024-02-24,SKU-1004,Implementation Services,16,500,8000,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q1 2024
TXN380,2024-02-27,SKU-1001,Cloud License Annual,6,2000,12000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q1 2024
TXN381,2024-03-01,SKU-1005,Training Enablement,5,800,4000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q1 2024
TXN382,2024-03-04,SKU-1002,Support Package Premium,6,1500,9000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q1 2024
TXN383,2024-03-07,SKU-1003,Data Analytics Module,7,5000,35000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Pending,Q1 2024
TXN384,2024-03-10,SKU-1004,Implementation Services,10,500,5000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q1 2024
TXN385,2024-03-13,SKU-1001,Cloud License Annual,4,2000,8000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN386,2024-03-16,SKU-1005,Training Enablement,8,800,6400,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2024
TXN387,2024-03-19,SKU-1002,Support Package Premium,4,1500,6000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q1 2024
TXN388,2024-03-22,SKU-1003,Data Analytics Module,5,5000,25000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q1 2024
TXN389,2024-03-25,SKU-1004,Implementation Services,14,500,7000,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q1 2024
TXN390,2024-03-28,SKU-1001,Cloud License Annual,7,2000,14000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q1 2024
TXN391,2023-04-01,SKU-1001,Cloud License Annual,5,2000,10000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q2 2023
TXN392,2023-04-04,SKU-1003,Data Analytics Module,4,5000,20000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q2 2023
TXN393,2023-04-07,SKU-1004,Implementation Services,13,500,6500,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q2 2023
TXN394,2023-04-10,SKU-1005,Training Enablement,6,800,4800,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Pending,Q2 2023
TXN395,2023-04-13,SKU-1002,Support Package Premium,4,1500,6000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q2 2023
TXN396,2023-04-16,SKU-1001,Cloud License Annual,8,2000,16000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q2 2023
TXN397,2023-04-19,SKU-1003,Data Analytics Module,2,5000,10000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q2 2023
TXN398,2023-04-22,SKU-1004,Implementation Services,10,500,5000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q2 2023
TXN399,2023-04-25,SKU-1005,Training Enablement,5,800,4000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q2 2023
TXN400,2023-04-28,SKU-1002,Support Package Premium,7,1500,10500,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q2 2023
TXN401,2023-05-01,SKU-1001,Cloud License Annual,6,2000,12000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q2 2023
TXN402,2023-05-04,SKU-1003,Data Analytics Module,3,5000,15000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q2 2023
TXN403,2023-05-07,SKU-1004,Implementation Services,15,500,7500,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Cancelled,Q2 2023
TXN404,2023-05-10,SKU-1005,Training Enablement,4,800,3200,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q2 2023
TXN405,2023-05-13,SKU-1002,Support Package Premium,5,1500,7500,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q2 2023
TXN406,2023-05-16,SKU-1001,Cloud License Annual,9,2000,18000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q2 2023
TXN407,2023-05-19,SKU-1003,Data Analytics Module,6,5000,30000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q2 2023
TXN408,2023-05-22,SKU-1004,Implementation Services,12,500,6000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q2 2023
TXN409,2023-05-25,SKU-1005,Training Enablement,7,800,5600,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q2 2023
TXN410,2023-05-28,SKU-1002,Support Package Premium,3,1500,4500,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q2 2023
TXN411,2023-05-31,SKU-1001,Cloud License Annual,4,2000,8000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Pending,Q2 2023
TXN412,2023-06-03,SKU-1003,Data Analytics Module,5,5000,25000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q2 2023
TXN413,2023-06-06,SKU-1004,Implementation Services,8,500,4000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q2 2023
TXN414,2023-06-09,SKU-1005,Training Enablement,5,800,4000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q2 2023
TXN415,2023-06-12,SKU-1002,Support Package Premium,6,1500,9000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q2 2023
TXN416,2023-06-15,SKU-1001,Cloud License Annual,7,2000,14000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q2 2023
TXN417,2023-06-18,SKU-1003,Data Analytics Module,4,5000,20000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q2 2023
TXN418,2023-06-21,SKU-1004,Implementation Services,11,500,5500,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q2 2023
TXN419,2023-06-24,SKU-1005,Training Enablement,6,800,4800,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q2 2023
TXN420,2023-06-27,SKU-1002,Support Package Premium,4,1500,6000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Cancelled,Q2 2023
TXN421,2023-06-30,SKU-1001,Cloud License Annual,5,2000,10000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q2 2023
TXN422,2023-10-03,SKU-1003,Data Analytics Module,7,5000,35000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q4 2023
TXN423,2023-10-06,SKU-1004,Implementation Services,14,500,7000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q4 2023
TXN424,2023-10-09,SKU-1005,Training Enablement,5,800,4000,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q4 2023
TXN425,2023-10-12,SKU-1002,Support Package Premium,6,1500,9000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q4 2023
TXN426,2023-10-15,SKU-1001,Cloud License Annual,8,2000,16000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q4 2023
TXN427,2023-10-18,SKU-1003,Data Analytics Module,3,5000,15000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Pending,Q4 2023
TXN428,2023-10-21,SKU-1004,Implementation Services,16,500,8000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q4 2023
TXN429,2023-10-24,SKU-1005,Training Enablement,4,800,3200,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q4 2023
TXN430,2023-10-27,SKU-1002,Support Package Premium,5,1500,7500,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q4 2023
TXN431,2023-10-30,SKU-1001,Cloud License Annual,7,2000,14000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q4 2023
TXN432,2023-11-02,SKU-1003,Data Analytics Module,5,5000,25000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q4 2023
TXN433,2023-11-05,SKU-1004,Implementation Services,9,500,4500,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Completed,Q4 2023
TXN434,2023-11-08,SKU-1005,Training Enablement,7,800,5600,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q4 2023
TXN435,2023-11-11,SKU-1002,Support Package Premium,4,1500,6000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q4 2023
TXN436,2023-11-14,SKU-1001,Cloud License Annual,6,2000,12000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Cancelled,Q4 2023
TXN437,2023-11-17,SKU-1003,Data Analytics Module,4,5000,20000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q4 2023
TXN438,2023-11-20,SKU-1004,Implementation Services,12,500,6000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q4 2023
TXN439,2023-11-23,SKU-1005,Training Enablement,5,800,4000,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q4 2023
TXN440,2023-11-26,SKU-1002,Support Package Premium,7,1500,10500,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q4 2023
TXN441,2023-11-29,SKU-1001,Cloud License Annual,5,2000,10000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q4 2023
TXN442,2023-12-02,SKU-1003,Data Analytics Module,6,5000,30000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q4 2023
TXN443,2023-12-05,SKU-1004,Implementation Services,13,500,6500,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q4 2023
TXN444,2023-12-08,SKU-1005,Training Enablement,6,800,4800,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q4 2023
TXN445,2023-12-11,SKU-1002,Support Package Premium,5,1500,7500,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Pending,Q4 2023
TXN446,2023-12-14,SKU-1001,Cloud License Annual,9,2000,18000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q4 2023
TXN447,2023-12-17,SKU-1003,Data Analytics Module,4,5000,20000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q4 2023
TXN448,2023-12-20,SKU-1004,Implementation Services,18,500,9000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q4 2023
TXN449,2023-12-23,SKU-1005,Training Enablement,7,800,5600,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q4 2023
TXN450,2023-12-26,SKU-1002,Support Package Premium,3,1500,4500,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q4 2023
TXN451,2023-12-29,SKU-1001,Cloud License Annual,6,2000,12000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q4 2023
TXN452,2024-01-01,SKU-1003,Data Analytics Module,5,5000,25000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q1 2024
TXN453,2024-01-04,SKU-1004,Implementation Services,10,500,5000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q1 2024
TXN454,2024-01-07,SKU-1005,Training Enablement,4,800,3200,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q1 2024
TXN455,2024-01-10,SKU-1002,Support Package Premium,6,1500,9000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN456,2024-01-13,SKU-1001,Cloud License Annual,8,2000,16000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN457,2024-01-16,SKU-1003,Data Analytics Module,3,5000,15000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Pending,Q1 2024
TXN458,2024-01-19,SKU-1004,Implementation Services,15,500,7500,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Completed,Q1 2024
TXN459,2024-01-22,SKU-1005,Training Enablement,5,800,4000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q1 2024
TXN460,2024-01-25,SKU-1002,Support Package Premium,4,1500,6000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q1 2024
TXN461,2024-01-28,SKU-1001,Cloud License Annual,7,2000,14000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q1 2024
TXN462,2024-01-31,SKU-1003,Data Analytics Module,6,5000,30000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2024
TXN463,2024-02-03,SKU-1004,Implementation Services,11,500,5500,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN464,2024-02-06,SKU-1005,Training Enablement,7,800,5600,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q1 2024
TXN465,2024-02-09,SKU-1002,Support Package Premium,5,1500,7500,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Cancelled,Q1 2024
TXN466,2024-02-12,SKU-1001,Cloud License Annual,6,2000,12000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN467,2024-02-15,SKU-1003,Data Analytics Module,4,5000,20000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q1 2024
TXN468,2024-02-18,SKU-1004,Implementation Services,13,500,6500,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q1 2024
TXN469,2024-02-21,SKU-1005,Training Enablement,6,800,4800,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q1 2024
TXN470,2024-02-24,SKU-1002,Support Package Premium,3,1500,4500,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN471,2024-02-27,SKU-1001,Cloud License Annual,9,2000,18000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN472,2024-03-01,SKU-1003,Data Analytics Module,7,5000,35000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,ACH,Completed,Q1 2024
TXN473,2024-03-04,SKU-1004,Implementation Services,12,500,6000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,CC,Pending,Q1 2024
TXN474,2024-03-07,SKU-1005,Training Enablement,5,800,4000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,ACH,Completed,Q1 2024
TXN475,2024-03-10,SKU-1002,Support Package Premium,6,1500,9000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,CC,Completed,Q1 2024
TXN476,2024-03-13,SKU-1001,Cloud License Annual,4,2000,8000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,Wire,Completed,Q1 2024
TXN477,2024-03-16,SKU-1003,Data Analytics Module,5,5000,25000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2024
TXN478,2024-03-19,SKU-1004,Implementation Services,8,500,4000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,CC,Completed,Q1 2024
TXN479,2024-03-22,SKU-1005,Training Enablement,7,800,5600,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q1 2024
TXN480,2024-03-25,SKU-1002,Support Package Premium,4,1500,6000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q1 2024
TXN481,2024-03-28,SKU-1001,Cloud License Annual,7,2000,14000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2024
TXN482,2024-03-31,SKU-1003,Data Analytics Module,6,5000,30000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,ACH,Completed,Q1 2024
TXN483,2023-02-03,SKU-1001,Cloud License Annual,3,2000,6000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,CC,Completed,Q1 2023
TXN484,2023-02-06,SKU-1004,Implementation Services,5,500,2500,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q1 2023
TXN485,2023-02-09,SKU-1003,Data Analytics Module,2,5000,10000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Pending,Q1 2023
TXN486,2023-02-12,SKU-1005,Training Enablement,4,800,3200,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q1 2023
TXN487,2023-02-15,SKU-1002,Support Package Premium,6,1500,9000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q1 2023
TXN488,2023-02-18,SKU-1001,Cloud License Annual,8,2000,16000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q1 2023
TXN489,2023-02-21,SKU-1004,Implementation Services,12,500,6000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q1 2023
TXN490,2023-02-24,SKU-1003,Data Analytics Module,4,5000,20000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q1 2023
TXN491,2023-02-27,SKU-1005,Training Enablement,3,800,2400,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q1 2023
TXN492,2023-03-02,SKU-1002,Support Package Premium,5,1500,7500,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Cancelled,Q1 2023
TXN493,2023-03-05,SKU-1001,Cloud License Annual,7,2000,14000,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,Wire,Completed,Q1 2023
TXN494,2023-03-08,SKU-1004,Implementation Services,10,500,5000,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,ACH,Completed,Q1 2023
TXN495,2023-03-11,SKU-1003,Data Analytics Module,3,5000,15000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,CC,Completed,Q1 2023
TXN496,2023-03-14,SKU-1005,Training Enablement,6,800,4800,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q1 2023
TXN497,2023-03-17,SKU-1002,Support Package Premium,4,1500,6000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Pending,Q1 2023
TXN498,2023-03-20,SKU-1001,Cloud License Annual,5,2000,10000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,Wire,Completed,Q1 2023
TXN499,2023-03-23,SKU-1004,Implementation Services,7,500,3500,CUST-101,Acme Corp,Technology,Northeast,John Smith,ACH,Completed,Q1 2023
TXN500,2023-03-26,SKU-1003,Data Analytics Module,5,5000,25000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,CC,Completed,Q1 2023
TXN501,2023-06-02,SKU-1001,Cloud License Annual,6,2000,12000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q2 2023
TXN502,2023-06-05,SKU-1003,Data Analytics Module,4,5000,20000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q2 2023
TXN503,2023-06-08,SKU-1004,Implementation Services,14,500,7000,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q2 2023
TXN504,2023-06-11,SKU-1005,Training Enablement,5,800,4000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q2 2023
TXN505,2023-06-14,SKU-1002,Support Package Premium,6,1500,9000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Cancelled,Q2 2023
TXN506,2023-06-17,SKU-1001,Cloud License Annual,9,2000,18000,CUST-108,Apex Analytics,Financial Services,Northeast,John Smith,ACH,Completed,Q2 2023
TXN507,2023-06-20,SKU-1003,Data Analytics Module,3,5000,15000,CUST-109,Summit Financial,Financial Services,Northeast,John Smith,CC,Completed,Q2 2023
TXN508,2023-06-23,SKU-1004,Implementation Services,11,500,5500,CUST-110,Riverstone Tech,SaaS,West,Sarah Jones,ACH,Pending,Q2 2023
TXN509,2023-06-26,SKU-1005,Training Enablement,7,800,5600,CUST-111,BlueSky Ventures,Technology,Midwest,Emily Davis,CC,Completed,Q2 2023
TXN510,2023-06-29,SKU-1002,Support Package Premium,4,1500,6000,CUST-112,PeakData Corp,Consulting,Southwest,Robert Taylor,Wire,Completed,Q2 2023
TXN511,2023-07-02,SKU-1001,Cloud License Annual,7,2000,14000,CUST-113,Horizon Group,Healthcare,Southeast,Mike Chen,ACH,Completed,Q3 2023
TXN512,2023-07-05,SKU-1003,Data Analytics Module,5,5000,25000,CUST-114,Sterling Partners,Consulting,Northeast,John Smith,CC,Completed,Q3 2023
TXN513,2023-07-08,SKU-1004,Implementation Services,16,500,8000,CUST-115,Quantum Analytics,Technology,West,Sarah Jones,ACH,Completed,Q3 2023
TXN514,2023-07-11,SKU-1005,Training Enablement,4,800,3200,CUST-101,Acme Corp,Technology,Northeast,John Smith,CC,Completed,Q3 2023
TXN515,2023-07-14,SKU-1002,Support Package Premium,6,1500,9000,CUST-102,TechFlow Inc,SaaS,West,Sarah Jones,Wire,Completed,Q3 2023
TXN516,2023-09-16,SKU-1001,Cloud License Annual,5,2000,10000,CUST-103,FinServe Partners,Financial Services,Southeast,Mike Chen,ACH,Completed,Q3 2023
TXN517,2023-09-19,SKU-1003,Data Analytics Module,7,5000,35000,CUST-104,DataVault Solutions,Technology,Midwest,Emily Davis,CC,Completed,Q3 2023
TXN518,2023-09-22,SKU-1004,Implementation Services,9,500,4500,CUST-105,Nexus Consulting,Consulting,Southwest,Robert Taylor,ACH,Completed,Q3 2023
TXN519,2023-09-25,SKU-1005,Training Enablement,5,800,4000,CUST-106,CloudBridge LLC,Technology,West,Sarah Jones,CC,Completed,Q3 2023
TXN520,2023-09-28,SKU-1002,Support Package Premium,4,1500,6000,CUST-107,Meridian Systems,Healthcare,Southeast,Mike Chen,Wire,Completed,Q3 2023
